S1 S2 S3 S4 S5 S6 S7 S8 S9 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S20 S21 S22 S23 S24 S25
3492 7656 2216 2272 2958 3697 2311 4371 4010 3403 3916 2822 2739 3655 2521 4278 5753 4808 2775 3663 8069 4166 7203 1514 6175
1991 2562 1982 2103 1111 2298 2183 2802 2811 2784 2547 1960 2718 2107 2952 1393 1575 1723 2011 2070 1888 2469 1994 1611 1688
1975 3461 3908 881 1685 2354 1410 1057 3746 2530 2476 2144 1911 2709 2152 1609 2770 1563 2801 1776 1770 2894 2039 2092 2398
4002 2291 1793 3641 1995 2398 4017 2647 4117 2336 2762 1710 1157 2935 1902 3048 1279 3178 2856 2068 1583 815 556 1408 990
3798 9247 5012 9308 9856 6708 7455 6747 9336 11132 6716 6019 7992 9356 5420 8730 4196 9339 8478 12371 3763 1763 3119 4003 3319
1812 1233 1603 861 963 1012 1316 904 1120 615 1371 1231 1245 841 1604 1324 1938 1555 1263 1815 5375 2667 3844 2603 2677
2075 3226 5089 5677 2270 4490 3346 2831 3253 2561 2710 2077 3498 2757 2894 4230 4316 4528 3869 5054 3992 4994 3666 3740 3223
3547 3267 3159 2383 2659 2144 3662 3044 3334 2219 4352 4684 1774 4451 2786 4995 2760 3908 2712 2998 2443 4210 3264 1086 3339
3790 2409 3091 3030 4721 3813 4759 5109 3367 3029 3834 3868 2687 7883 3220 2321 5328 3538 3574 3347 1554 3072 2941 2950 3694
885 952 1007 871 795 860 1449 931 1553 1156 1114 1598 2222 677 1669 1075 799 1072 1316 657 1262 2782 2113 1742 2224
1997 862 1030 873 1079 1430 1666 890 688 1512 823 878 772 1786 1401 1112 1328 1033 1348 1437 10894 12331 9866 3787 5251
3049 3419 2144 2281 4367 3259 3902 2067 3093 2903 3328 3696 4317 3810 3725 3869 3363 3959 4370 2228 1617 4379 1569 2275 2625
1500 5159 1412 3068 2160 3941 2074 3507 4143 3121 4450 2300 1649 2956 4304 3359 3385 2250 3368 2468 5539 7303 6398 6016 5327
1056 1644 1490 1958 2271 2262 2906 3210 1671 1345 1635 1736 3258 1380 1393 1626 2693 462 2122 1317 986 1055 577 880 583
1416 851 1320 1358 1115 1994 1314 1111 1322 766 1848 2375 1697 2254 2464 1018 1864 579 1419 1305 1436 2555 658 1060 2399
1429 603 1505 831 1871 1205 815 658 974 1674 2170 1275 1794 1413 1329 1159 1461 1056 905 1031 2875 2338 2324 3928 2696
1479 1444 2050 1730 2846 1438 2554 2057 1399 1646 1858 1740 1874 1935 2163 2279 2785 3003 1690 1465 675 1214 1059 668 1323
1538 1382 2054 1413 1278 1108 1549 760 2580 2659 1717 2053 1463 2581 871 2263 1589 2519 1935 2198 2564 2322 2249 3270 2854
2331 3272 3246 1755 3565 2671 3530 1201 3588 3272 3251 2992 3039 3244 3832 2405 3658 2517 4322 2190 2271 2394 3016 1631 2135
4119 4645 6999 5783 3463 6515 5794 3661 8874 3994 7029 8721 8134 4269 11199 6509 7153 4293 2956 8116 1988 2560 3100 1423 2157
1219 747 925 444 671 585 673 770 721 802 1034 1012 414 837 434 994 1310 895 599 653 4789 3876 5899 5718 6285
6584 4520 3791 4094 3224 3162 4067 6577 9436 6563 13072 8511 4946 5926 5810 8285 5551 6786 5404 7360 8079 5187 9105 8969 7498
582 465 652 487 324 412 377 425 648 627 399 540 698 270 395 427 287 380 510 604 6529 4809 10589 13843 5676
1711 3803 1383 1369 2185 2053 1288 1228 2642 2042 2655 1189 1504 1195 2781 2311 1718 2515 2282 1376 3205 2052 1321 1156 1088
1634 1388 2624 1076 1793 2533 1620 1880 1683 1149 2102 801 2395 2678 1265 2166 1581 3043 1948 2115 872 949 1434 872 756
1123 1632 2231 926 1207 1126 1310 937 1111 779 1407 915 1722 1604 798 1210 748 1873 716 1261 1674 2196 1602 2181 1511
1421 1914 775 891 913 915 900 1191 1256 1662 1697 1593 1236 1095 2284 1945 1343 2253 2049 1619 745 484 380 848 458
5125 4161 2789 2496 3675 3955 1985 3258 3622 1914 2469 3108 3020 3296 1767 3207 3458 2701 3142 1879 1785 2982 1610 2944 2401
972 801 581 1131 1119 1006 981 526 693 881 1250 897 967 824 864 1357 1011 1051 1031 552 4191 2888 3470 3905 2491
2087 3649 2948 2654 1774 5504 2287 3617 4349 3916 2356 2478 4621 1305 5327 4641 2226 2923 2769 4201 9688 4813 2467 6685 6317
2451 2113 3461 2933 1342 1902 2076 2020 2459 2143 1597 1562 2047 1418 1885 1272 3284 1852 1685 1900 2951 3776 5680 2351 2568
6462 6601 5717 3484 3961 3415 6072 7117 2421 5011 6566 5469 5622 8655 3626 9135 8371 8012 8643 6032 1493 2864 1855 1957 666
107 246 351 300 221 264 269 304 368 196 229 280 133 197 286 225 184 215 273 264 3406 3183 2577 3785 2453
1884 2856 2459 2814 2537 3023 3160 2431 3086 2445 2916 3918 2102 2363 2168 2992 3232 3299 1524 5527 1588 792 1494 1811 979
2083 2954 1568 1129 2121 2045 2208 2160 1724 2163 3556 941 1810 1499 2252 2561 3186 1917 2794 1674 2647 4815 1806 1673 2164
370 668 572 407 361 370 285 647 275 422 376 442 560 585 271 636 352 232 305 498 6549 3155 6082 7352 6886
3145 5233 6421 4809 5197 3995 7664 4711 3789 3579 4746 2615 4900 2027 3098 8899 6541 7219 3595 2201 1633 1395 1579 1456 1897
1778 2608 1754 1583 3087 1858 3088 1982 1101 1856 1192 2211 2761 1773 2163 1767 1683 3040 1670 3227 3745 3209 3479 4950 5367
1398 1294 1235 3237 2227 1811 1553 1960 2332 1985 1096 2050 2449 1424 1029 1363 1291 1613 2402 2353 3154 2435 2246 2761 1811
360 297 561 427 451 735 459 940 754 322 556 540 708 718 764 644 382 617 475 482 2442 2933 1534 1569 2988
1848 2711 1670 994 2234 1324 1775 1822 1387 1905 1277 1939 2005 1521 716 2206 1301 1436 1438 845 3543 4956 2882 4137 2644
3788 1961 4845 4425 3475 4148 4190 2986 3758 2217 2722 2658 2719 2900 1536 4126 3317 3318 2838 4041 4516 2933 2703 3830 6126
2914 3569 3608 5363 4373 3231 8473 3892 4487 5582 4627 2231 2472 3217 6510 5873 7046 5391 5141 5395 2748 1901 2057 1905 2174
129 242 275 352 310 216 135 259 166 224 198 177 118 303 242 279 222 162 96 218 3852 1874 3521 3996 2527
5403 2681 3052 4238 1864 2605 2729 3498 3209 2538 4576 3369 4902 3064 1919 2781 1717 2295 2957 3758 3517 5175 10079 5393 5665
424 163 275 283 220 205 229 227 233 201 296 138 298 311 189 187 355 221 264 193 2160 3479 2079 1810 2483
3679 2485 1618 1973 3823 3418 4070 2608 1898 4651 1650 1991 1704 2628 3055 3213 1349 1543 3797 1650 3985 3930 2812 5086 3654
703 451 903 820 707 572 791 547 520 671 568 622 382 528 405 722 921 689 494 557 3751 3366 1619 4254 3181
2818 1872 1878 3100 3041 1376 3754 4424 4167 1851 2138 3638 4021 2801 2541 3756 2824 3188 2796 1789 7398 6916 9163 13597 8268
1843 1462 1030 1015 920 813 858 1017 988 1183 918 916 1256 1080 642 1472 785 743 651 894 2300 3073 2987 2555 2228
15952 9113 7649 6658 6263 13980 9449 10434 3173 9323 8814 8694 14333 11930 9663 5331 6413 3677 6568 6459 2968 1640 1508 2514 1677
2656 2360 3235 3079 1897 4166 5237 4107 2932 3408 3158 4210 3776 2901 3631 6415 4146 2618 2976 3119 1473 885 1240 1498 1983
670 1260 818 1356 1556 1288 1465 1266 1319 514 1125 1089 1254 889 728 784 962 1954 1228 1293 3112 2844 1955 3827 5466
539 792 789 769 601 353 1000 559 254 358 577 456 658 976 326 537 692 565 436 809 1924 2937 1890 1135 1641
3430 4762 3192 2704 5379 2466 3905 7513 4406 3634 4188 4068 7458 3057 6789 3671 4319 2710 2470 2270 3511 2297 4119 4469 3978
1013 670 1719 1246 822 1197 1690 1344 1224 397 1044 1085 608 1359 1647 745 915 1215 1077 819 1423 1384 704 1182 1070
3932 1954 5516 3063 2336 2713 6087 4243 5512 3738 3514 3820 2346 4838 2880 3145 4266 3289 1835 3122 2222 890 1378 1322 1662
2802 3423 1719 1404 3721 2628 2326 2806 3071 1687 2696 1638 2123 1684 2144 2698 1647 2400 967 1392 2328 1309 2121 2201 4266
2103 2009 5287 3154 5117 3482 2379 2106 1379 1695 2930 3321 2295 1343 1463 2161 2602 2820 3104 2347 4284 3233 2597 2599 2602
2790 3905 3229 2965 1941 1967 3266 2645 3103 4795 2572 3261 2208 2497 5415 3883 2679 3382 2189 1535 2797 2025 5110 1871 3178
4108 3968 3490 3369 4438 4161 6109 3360 5875 5641 5867 3883 7323 4671 3298 4277 4824 2325 2643 6583 3488 4163 5227 3962 3204
1687 1818 1045 2161 2596 1224 1070 1530 734 1571 1239 1360 1504 958 1286 1672 1259 1501 713 1327 3045 2897 4179 4222 1970
918 1196 1064 792 825 1076 942 921 1059 1154 1063 1852 1175 811 1545 902 901 2141 1132 846 3854 2802 5200 2550 1869
1688 2812 2026 1708 1768 471 1940 1476 1519 2084 2009 1845 1996 2478 1180 2631 1200 2912 1183 1543 2046 2387 2390 2336 1024
2340 1977 2733 1665 1992 1434 1991 2542 2987 3059 2428 2010 2269 2005 926 1775 1471 1364 1871 2098 6540 2967 5218 5841 6889
2725 2819 3596 2903 2304 2207 1814 2797 2953 2938 3802 3217 2085 2953 2302 2841 2490 2014 1758 2707 1110 842 1371 841 1204
2227 2568 1822 1704 2297 3235 2233 3239 2490 3319 3628 1994 1673 1890 1585 1822 1317 2920 2894 2211 831 1112 1330 828 2244
3921 4053 3691 3920 3756 5094 3236 5041 5897 2782 4524 6983 4943 4556 6671 4769 5153 4455 8254 2983 5356 3300 1547 2290 4639
5933 3496 5018 4083 3190 1998 3890 1745 4156 3762 1893 3902 4272 2045 2134 4044 2918 2076 3884 3642 4698 7246 3482 8096 4640
1744 1197 1082 1249 873 1111 743 1073 960 870 840 1653 1028 977 1584 1408 649 505 1060 934 508 891 544 423 522
2553 3741 2790 3465 3409 2385 2469 2974 4099 2784 4073 3783 2545 1848 2757 4452 2550 4528 2607 4454 8311 3953 6005 3631 5187
5909 7227 7420 6458 6421 4040 3427 6327 4762 3853 3390 4911 4668 3283 5876 7449 3002 3510 5622 7964 1056 1755 384 1016 1124
2710 3543 2265 976 3308 3243 1773 1565 2627 5304 3544 3142 2927 5229 2653 2086 5608 4321 4820 3018 3846 5160 2139 5946 3684
2216 1364 2726 1707 1168 1363 2372 2586 1078 1842 1589 2446 2117 3235 1775 2317 3015 2539 3228 3007 2506 1460 2061 2419 2878
2614 2519 4361 2932 3298 4860 1995 3460 3338 3833 5400 2507 4068 3773 5531 3088 2721 4095 3124 4690 4763 3096 4186 2555 2157
2706 1952 2875 1397 3014 2000 1429 3731 2632 2088 1893 1942 713 1724 1344 2312 2732 2367 904 2783 497 750 472 800 880
2894 2828 3384 3327 3956 2686 1400 2114 2084 3017 2096 2121 2494 2457 2353 1260 1771 1366 2586 2195 2827 1510 2721 2629 2448
3532 3517 2787 2379 1717 3767 2339 3708 3843 2410 2715 2343 3429 2340 2985 2601 1361 3478 2945 1681 361 485 215 236 254
448 528 436 1145 512 585 919 503 427 403 444 787 737 641 348 469 448 400 219 887 1381 860 660 1159 534
5852 4848 3480 8950 4332 5714 6245 3999 5101 7682 6886 5645 4082 9547 8490 4925 6197 2909 5157 6012 3557 5503 1904 3181 3457
2823 1522 2084 2133 4741 1941 1684 1643 2387 2416 1344 3284 3311 3521 2898 1950 1337 2080 2987 2174 1029 2899 3782 4338 3799
1495 1773 3965 5388 2371 4430 2668 4613 3347 3242 3195 2664 2483 2298 2671 3784 5004 3083 3086 1334 5278 7577 8758 6972 6931
2646 4310 2288 4443 3515 3707 1930 3680 3191 3119 2919 1950 3555 4208 4552 3186 3000 5150 3134 3955 1579 913 1200 1650 1089
1593 910 1084 1628 611 1212 981 383 836 1176 1190 1392 1811 1371 949 1489 943 1240 1074 897 3659 3773 3742 3383 7508
2882 2795 5327 2175 2203 2284 2537 4142 3301 4050 3385 3858 3508 4065 1801 2457 2897 1653 4345 3309 6097 6252 6523 8268 6601
2212 1303 2827 2365 2136 1773 1310 1813 2616 1313 3178 3267 1628 2120 2753 2328 2717 1710 1839 3836 3524 4271 1371 4526 3254
4062 6362 3353 4246 3881 4215 5405 3304 4617 4669 3522 2193 2828 3405 3885 4747 2327 3071 5176 1983 1367 1761 1822 1222 1198
3815 4361 4668 4677 4037 4835 5419 3321 2547 4977 4884 4153 2662 4469 4801 2586 3572 3517 3871 6287 1616 1013 2888 2636 1126
1671 1874 636 598 1817 3333 2037 694 1424 1474 947 1883 1685 1234 1577 1021 563 906 1699 1674 506 624 392 857 736
1018 2207 1257 2722 3020 1587 1366 2179 3019 1888 1759 2779 2047 2475 3785 1917 1611 1391 2235 2304 1462 1003 990 2004 3012
5874 4834 5522 5124 2099 4473 6502 4236 2614 5007 6358 4855 3395 3788 2189 6790 2567 4334 3799 6433 4398 4802 3345 3793 5164
3540 1030 1622 1400 2386 2914 1462 1587 1850 1862 815 1959 2094 1407 2425 1873 4112 2115 847 1861 2751 3959 3492 2698 3595
2643 3164 2586 2200 1754 1149 3480 2408 2652 2989 1972 1567 2652 3252 2182 1480 1891 2456 3257 2095 5216 5841 5083 5846 7938
2958 3735 2612 4736 2497 4023 3036 3336 4350 4337 4105 6712 2570 3833 3723 4529 4292 3054 4057 2408 3302 2022 2755 1837 2217
1735 4744 2670 5013 3154 4855 2956 5493 5483 3594 5432 4233 4948 2198 7564 4556 4548 6681 4376 4475 11683 3153 7659 10282 5452
3795 4923 4138 4420 3085 2330 2466 4791 2322 5429 3006 6242 6846 2767 5740 3129 4818 3815 5067 2853 2484 3182 1542 1282 2276
1317 2584 2770 1046 1600 1114 2528 2149 1808 981 1787 1278 1755 1648 1978 1324 1579 2002 1442 1750 2803 3628 3316 2399 3368
3101 3356 1604 2691 1628 2754 1981 2756 2257 3378 1863 3083 1038 2828 1862 2524 3989 1070 1895 2160 3183 3574 2843 3000 2706
1193 1125 2211 1054 1147 1071 1176 719 1537 1705 529 524 854 1239 630 733 754 1255 774 793 1484 1674 1129 3453 1605
1372 1238 1220 762 1957 1296 1311 1609 1108 1220 1022 902 1443 666 994 1500 1721 860 784 1260 2194 1804 2372 2069 1566
819 1311 1154 1328 899 1459 770 927 1147 1139 723 1311 481 1084 977 426 1353 889 836 958 2401 2227 1471 1052 2205
1634 3408 1641 1530 2809 1583 1780 1307 1660 1286 1144 1623 1143 1255 1868 1712 1344 2078 1589 1183 13315 16452 6814 18524 14058
7225 10265 7646 10461 17028 9858 16809 8081 6995 9263 13639 10686 14999 9261 9210 12499 19434 5894 6806 10623 8479 4180 12227 12303 6856
1092 1443 1562 1863 1738 1267 2244 1510 1647 1084 1020 860 870 1415 877 1107 2202 1432 1641 1480 7386 6922 6799 7976 6982
2969 2517 2420 3922 2889 2044 3437 3927 5317 5746 2449 2499 4649 3266 3076 3250 3948 2791 3338 3685 355 213 372 398 349
1549 1668 1357 1646 948 1865 1855 1801 1902 1434 1481 1485 1563 1351 2149 1130 1519 1462 2522 429 1201 1059 1215 1094 1428
71 91 40 55 100 54 81 52 88 32 134 83 86 89 33 82 50 98 83 111 1924 1180 1872 1721 2352
4615 4308 3503 6178 4698 3884 4590 4389 4381 4624 7592 8188 5905 5547 4346 4935 2955 3096 6676 3525 635 1669 424 1233 720
637 894 666 670 618 1042 936 704 615 1022 1012 813 807 573 896 564 1156 569 825 617 3685 4314 6028 6253 3188
2783 1793 2288 3338 3369 2159 3830 5703 3731 3469 3640 4075 3176 4038 2844 2983 2840 5701 3817 4635 2350 4149 2492 2580 2333
4639 5483 6377 4991 4728 6696 3714 4316 3257 5915 4365 6211 4417 2048 2827 4750 2789 6001 5496 6486 1133 2105 1655 1330 2177
4428 6224 12188 9024 5249 6699 6903 11623 5918 5166 5238 5178 6692 6234 4580 7089 5134 7405 4717 6260 2155 812 2159 1658 1646
5451 4049 3627 7238 4434 5186 6001 5879 7663 8729 4807 4666 6086 8189 5502 5237 3763 4364 8193 4977 1914 1616 1314 958 1214
4348 2479 4576 2662 2550 2236 3113 2952 5713 2659 4510 2678 2562 1837 3147 1792 3184 2903 3708 1947 2554 2095 2704 2702 2628
9498 7931 10105 8395 7004 6004 6610 6559 11137 6368 6885 7014 5210 5207 9352 7115 3352 9016 10889 12229 702 968 223 1000 1072
628 1805 1863 1039 2042 2015 1751 1509 2294 720 1342 1511 947 1572 1164 1706 1573 961 902 1244 400 459 615 587 379
1230 1182 2181 739 1193 1861 1318 2849 751 1472 1944 1701 1904 1487 1025 1175 1634 1564 1941 920 1846 2247 2574 1359 1729
4031 2629 3876 3574 2887 2079 2437 3339 3305 3881 2779 1833 1676 3208 2886 3321 2976 3053 3988 2810 1174 608 902 1153 1867
522 594 423 470 529 460 548 417 433 534 597 369 517 824 576 425 805 798 465 394 4937 2700 3439 2182 3072
1079 1877 1580 2261 2357 1956 1574 2853 2261 3412 1676 2108 2750 1959 3538 2386 1762 4675 2573 3884 2091 1508 1448 1290 2529
1365 2146 2540 1407 1577 1612 1604 1397 3257 2067 2226 1708 1484 1412 1019 2301 3367 1426 3248 2429 170 153 96 100 205
2889 4686 4395 3538 6350 4103 4284 7632 3058 4460 4930 7147 6246 6063 7960 2496 5379 4116 4613 6563 2126 2848 5805 889 2614
3821 15934 9454 8780 8363 5515 6650 4443 6898 5735 4038 5832 5214 6456 5927 8609 7252 3132 6457 4471 4298 5675 3755 5065 4710
1396 1141 1710 1291 2589 1487 1790 1398 2217 711 1702 1179 1546 1467 1913 1854 1859 1302 2173 1989 1641 2352 1227 1387 1542
3394 3862 4952 4032 3906 3293 6914 4167 3364 4188 3384 4473 5047 4741 5261 3623 5113 2905 5646 5640 5838 4801 4904 7005 3065
15503 6336 12428 12929 5769 14052 10037 15008 6156 10047 12979 9424 7730 10499 13893 12161 13648 18587 13926 11537 1676 2321 1830 2529 2363
2705 4614 1953 3905 3715 5127 4721 5168 4716 2618 5363 3832 5550 6037 4146 3538 2315 3388 6933 5427 1201 1768 1705 739 1079
2480 5012 2554 4805 2764 2681 3049 3543 3357 2174 4750 2748 4076 3244 4681 1088 3845 2029 6097 2476 3255 2959 5393 3122 3893
2608 2647 1899 1296 1830 2457 2169 3954 2581 1822 932 3825 3621 2200 2545 1984 2316 1442 3135 1263 1042 488 306 638 287
4739 4182 5156 1734 4471 3636 2896 2621 3046 4921 3487 3045 5880 4846 3057 4017 4697 4027 5242 1976 757 1039 913 929 1226
2125 1528 1656 376 1417 1961 1199 1449 1918 2238 920 1655 1393 1253 1322 1560 1364 1755 1510 1701 7457 7056 3867 3547 9541
439 445 499 597 605 450 871 535 1143 597 430 438 756 997 477 309 482 608 560 629 3493 3071 4086 3551 3103
657 598 590 598 421 431 605 843 820 510 531 538 653 462 536 487 417 712 450 826 6687 4731 6170 8219 8378
1801 4397 3856 7239 3369 4139 3376 4485 6111 4233 3217 6217 6989 4658 4155 3381 4928 3659 7102 5671 2771 3134 2597 3623 4238
6563 6147 5880 6108 5597 8332 6230 6643 5600 5180 6989 3002 5923 7064 8891 8687 8062 7190 4914 7725 185 219 396 482 358
2206 2660 1131 3855 2115 1746 1528 1940 1448 1024 2104 1263 1958 2490 911 2054 1320 2353 1885 1643 4897 6662 5802 3311 3482
4766 4607 3755 3098 4883 3276 2929 5404 7960 4581 4753 5307 4342 4820 3310 7678 4824 5877 5090 3983 5255 6779 6416 4174 2713
1845 2039 1462 606 951 1493 1509 788 1559 2462 1650 1505 912 973 1847 1969 1612 2553 1133 1291 558 897 755 1494 750
1896 2906 2226 1171 1779 1442 3568 1409 2246 3918 1119 1407 1035 1136 2274 2347 741 1078 1994 2309 376 337 500 456 409
5391 3706 2547 4369 3299 6779 5732 2775 5958 3925 4174 3336 4029 3254 3897 5153 4403 5504 5819 3075 610 729 821 864 761
2705 2021 1603 1425 2073 1654 2641 2271 2209 2621 2579 1063 2647 2623 3660 1190 2006 2199 1677 2104 4850 4288 3286 3711 3914
8164 3505 7574 4485 3528 6093 6128 4871 5890 5229 6360 7393 11379 8140 6789 6628 4189 5655 8240 5833 5357 3346 4062 5629 5478
1384 2292 1573 1834 1973 2600 1241 2100 3927 1534 2036 2274 2013 2206 2158 2335 1412 1945 2508 1527 4582 5967 6728 11686 10155
4403 2828 3149 3634 4598 2745 3115 3268 4191 3151 1781 3794 3963 3083 3405 3512 4465 4167 5012 3976 1424 1172 1081 1479 2147
3943 2038 2366 1747 3480 4031 5896 3282 4387 4670 2528 3496 2740 3959 3721 3228 2178 3788 2213 2358 1659 1388 1341 1338 1194
3533 1706 2978 2806 1293 2312 1273 4338 2618 2543 1028 2725 2645 4653 1481 3675 1839 2547 2128 2877 1462 1626 1112 1025 988
4536 4639 2158 2544 2171 3376 4327 3319 3181 4414 3653 2030 3614 3599 2173 1983 4727 2188 3231 4249 2492 1375 1846 3120 1564
887 468 924 1090 760 1191 816 569 676 1002 669 1075 475 881 967 514 769 583 510 439 1918 932 2091 1664 1159
1662 696 1205 1201 1174 1478 850 2082 1493 1216 1307 1183 1994 1716 633 906 1120 1113 709 1703 8055 5532 2962 5614 5900
5996 5873 8585 5371 6628 6664 2539 11557 6121 7335 11430 3760 5282 5400 7524 6722 7600 5608 7757 4768 6811 4182 3389 2664 6659
772 1593 1219 2063 2015 1024 1255 1408 2317 1354 990 1402 1299 939 1503 1166 859 1669 1415 952 2314 1945 1728 2851 1524
1673 1495 1966 1719 3041 2794 1602 1812 2319 2384 2043 2589 2621 1210 2297 2847 2532 1283 2429 812 1906 842 1259 706 2581
5225 12824 4910 5685 3701 4230 10139 4616 5471 3953 4907 8386 2685 4233 7764 5286 5489 2516 6343 7207 1661 2862 1571 2663 1632
1573 1554 2633 1159 993 2591 2304 2163 2158 2177 2403 2253 3075 1728 2883 3143 2038 2220 2614 3355 3986 2145 2339 1849 2930
10427 6834 11585 14947 12682 6050 10723 8513 12086 4503 5425 9708 9994 4195 8034 13623 6166 11290 8093 7483 2531 2391 3240 1974 635
6437 4247 4284 7514 8234 3925 3784 4560 8035 7161 5998 5571 4898 5743 3851 8596 5114 10490 4611 7978 3861 5066 3351 2935 4422
9076 9028 6350 5049 9919 4502 4215 5122 4388 5529 5036 7116 7788 6519 6181 6020 4419 7481 6247 4621 2977 2783 3517 2450 2737
4906 4501 3995 4856 2691 2315 1903 2794 2382 1310 4038 1685 3933 5347 3933 2915 3140 3258 3587 3636 2495 2190 3498 3577 2089
1817 1633 1152 1431 2505 2204 1986 1294 1636 1869 1195 1399 1502 1437 1789 1325 1564 1501 1510 2197 7522 4257 4013 5365 6784
475 525 377 439 375 380 591 479 407 569 335 1007 346 865 643 305 333 802 737 183 868 1321 994 592 1912
7355 7165 7823 10025 4563 4337 8983 6805 9089 11377 9969 4037 9034 8196 4189 5949 4068 5810 3344 7976 2441 2295 2942 2356 2346
5105 3055 2052 8890 4160 6076 4543 5183 2351 3349 3278 3475 4951 4959 7700 5101 3531 3616 2512 4660 3418 3362 4368 3308 2913
3353 3921 3946 3599 2305 5000 2943 4972 3760 3243 4880 3504 4025 2811 2035 6448 5753 3129 4090 3666 1745 2816 1205 1792 1783
7791 10600 6566 13345 7939 8437 4553 11946 13462 7619 9874 9140 6985 7849 12373 7738 8216 13315 8599 11676 413 387 597 396 243
3221 1763 2594 2402 3002 4647 2853 3098 3666 3992 1261 3685 2365 2964 3608 2262 3931 4152 1549 2322 1212 2961 1299 1710 1264
527 838 924 606 538 264 486 617 499 351 536 303 372 655 630 256 384 667 594 503 2095 2016 1584 1754 985
5378 3965 3991 1892 5434 3823 3681 4641 3333 7401 4154 4790 5309 4064 3112 4512 3902 3747 2198 3312 4235 4284 4805 3190 2450
1738 2836 1773 1836 1283 2036 1775 2320 1114 2883 1203 2088 1717 2976 1550 1815 1555 1003 1335 1390 1925 4056 1572 5069 2489
2430 2192 2657 2856 1692 2986 3879 2789 2827 1616 1376 1704 2626 2931 1375 1605 1784 2282 2380 1777 1039 937 1240 324 942
1897 1287 2509 2917 1812 2309 1264 3629 3128 3347 3394 3325 3081 3001 1739 2175 3148 3272 2670 1193 1098 1870 2495 1845 1938
980 423 870 977 599 1454 585 1261 923 589 1098 794 1236 589 1396 1479 1496 696 826 1596 585 1666 1962 1390 2262
478 550 711 714 552 585 600 1070 751 405 927 674 595 453 402 619 829 484 760 712 4813 7684 5463 4183 7460
