S1 S2 S3 S4 S5 S6 S7 S8 S9 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S20
1051 1539 684 1542 937 2087 1100 563 894 2026 1664 2317 4344 3326 559 1851 1840 1212 5577 4218
1105 3671 1563 1566 1264 5913 3081 5108 2040 3386 2704 4550 5274 5816 2823 2312 1797 2127 4909 3215
310 1237 681 253 683 1716 697 1440 184 777 543 2181 1016 1120 790 994 648 327 1853 1530
909 784 1096 1112 756 1757 2331 2559 1617 3778 1192 980 983 2378 508 935 398 493 1554 768
252 587 324 158 244 751 568 778 319 556 1046 670 899 1888 405 921 505 535 1022 462
479 2031 919 737 457 1297 1997 1626 1054 1952 396 768 952 1268 370 682 503 495 1117 515
961 4201 2805 1108 1860 5874 2482 3327 1755 2906 2043 4030 4250 4247 975 2573 2048 1073 2615 4164
1758 3827 2590 2862 2228 4979 2450 6079 1450 9844 1898 2784 5186 4212 1805 2088 1195 1825 2592 2589
1703 2587 2891 1561 1170 4681 4730 5884 1367 3958 3072 8483 8848 10432 5932 5102 5540 1364 10283 6815
446 2284 332 380 765 1148 1176 2338 447 1602 991 2966 3043 2212 894 1687 762 1086 3675 1822
797 3042 1383 2460 1278 6027 3268 6249 2427 3961 756 2171 1530 1770 956 1307 980 773 1494 1238
1858 3689 1457 1157 2182 5086 2436 3389 1605 5796 2822 4915 7799 6217 2410 2761 3132 2732 4788 4522
191 672 144 390 584 1360 1028 862 532 1177 720 1153 1207 2012 289 1090 520 359 1116 1509
874 1939 583 804 536 1672 1344 2420 492 1307 752 2253 2728 1883 856 1179 736 1095 2590 1768
2556 7310 3642 2174 1787 7553 5394 5309 1922 7181 2917 12874 7586 8624 3722 4068 4608 4176 6946 8138
2373 7165 3861 1806 2367 3879 4102 6587 1989 9155 4161 7694 7730 6592 5218 6521 6192 2206 7329 4817
1248 3336 1297 1406 972 1826 2102 3828 1681 3751 1943 2206 3887 3976 1938 1621 1540 1226 1955 2911
704 2712 891 1135 1044 1439 1547 3258 1074 4187 2640 3533 5295 3650 971 1541 1187 1103 2728 2424
2442 3717 1641 1629 2062 4434 2713 10223 1537 3320 3112 9278 6668 5421 3397 3227 1713 2299 4112 4509
94 271 78 220 127 148 328 382 141 478 133 588 422 411 290 218 192 185 371 523
3050 8799 2153 2395 2236 7595 8868 12333 3395 7085 5314 8473 11215 10980 4439 6122 5999 5493 13182 9703
287 1992 656 620 1280 1543 2730 3719 640 1701 1096 2259 1563 1813 1734 1840 957 1095 3265 3161
639 1027 810 313 550 1390 877 1077 896 1134 532 1751 2522 2459 1124 604 600 796 3078 1721
1834 4089 984 2697 1555 3749 4103 5681 1404 3609 4162 6846 4851 5227 2608 4651 2516 2570 4952 4863
670 3337 988 968 1207 1985 3616 5781 606 1719 2434 3836 2095 4802 1495 2978 1712 1142 2877 2391
569 1246 1047 592 924 1354 2057 2342 873 1738 1015 2520 2166 1941 891 2456 872 695 3149 1165
497 739 766 638 544 824 633 2400 718 995 852 2225 2224 2268 725 719 798 921 1036 1081
1672 6191 6437 1622 2886 6126 4681 6387 2433 8265 4038 15265 8666 16310 4521 2598 2009 2788 9455 6135
1051 1848 2330 2058 1014 4792 3428 3007 1214 2266 1359 3712 6272 2729 2218 4488 2178 1403 7257 4003
1192 3883 3062 2017 1192 5101 6563 7220 3145 5117 6603 19843 14325 9674 13237 11392 9070 10142 13755 11067
1270 1459 1161 1575 704 2475 1894 2915 1433 1844 2095 4837 1825 4455 2888 1959 711 1284 3427 2905
638 2618 700 1540 689 3631 3754 1747 1438 2624 1673 1799 7087 8336 2404 3415 1843 937 3130 5255
1420 4222 4174 2766 1687 1995 2658 4634 3476 4915 6614 8191 16133 23217 6277 9584 7823 5361 5880 5837
514 951 667 459 424 1903 2036 2818 678 2504 1077 2886 2821 4207 1754 1289 1215 601 1285 1638
1292 6518 2554 2135 2259 7294 6847 8073 2030 8337 5731 7493 5939 15763 3463 4992 4949 3039 7300 4737
826 1983 1142 811 1727 3414 2123 2851 1741 4203 3433 6531 4505 9042 3846 2979 1430 1733 7469 3360
4584 8580 8277 5248 4717 10674 10958 14457 5141 16247 11363 14504 27752 27392 16247 7296 9358 10038 15051 12734
2033 7322 2911 3515 2688 8896 5240 5791 3697 6329 6927 9885 6039 10853 6967 3377 6858 2939 12184 7984
688 2460 782 1569 1178 3347 4303 3453 1538 2337 2380 6118 4729 6635 1608 2091 1574 2480 4981 3375
887 4031 1411 1424 1384 5487 2736 3972 961 3344 3539 4503 5743 6452 2585 2790 1707 2750 6042 6198
665 1062 920 897 548 4028 2596 1845 917 1321 2315 4183 5186 4286 1080 2732 1171 1905 2868 3616
1374 3378 1506 1467 845 4708 2977 4759 2271 4241 4580 4770 4385 6657 1680 3797 2018 2098 3320 4385
1588 4959 2197 3696 2374 7909 3832 5996 2334 9438 2243 5338 9036 15166 2926 4325 3041 3494 6410 7539
1535 5990 2281 1655 2289 4758 5112 3557 1129 3655 2268 7376 5439 4563 3139 3916 2914 2595 5163 6655
798 1960 1165 1179 1013 2814 2435 2325 1064 3598 1396 3641 3262 6591 1529 2305 1295 1387 2845 2218
458 1407 360 754 748 1574 1359 1812 375 2098 1154 3409 3277 2820 734 1326 889 1135 3603 1805
734 1477 1259 700 1005 1731 3794 2037 1115 1636 443 871 817 1012 478 452 235 261 775 584
970 1480 1572 725 642 3746 2320 2400 1500 3480 2499 2998 2812 5373 2016 2289 1499 1719 3670 3047
1381 4643 1076 1810 2383 5467 1163 6744 3248 7047 2930 6712 10138 6878 4256 4485 988 1931 11090 6269
369 814 175 174 212 447 819 659 395 446 411 442 1224 980 804 656 333 638 739 484
1260 6010 2222 1551 2162 3335 4628 7456 2390 5599 2368 4518 6530 7692 1372 3116 2014 2370 3613 3794
1139 8029 2968 3897 1235 7075 4188 2983 1660 6257 4014 19924 14018 19348 7231 10893 6245 7409 16369 8084
1426 2636 3249 2212 1162 6071 3913 5916 1532 5882 4120 7504 4001 8163 3066 4611 1076 2944 8552 5083
331 512 503 538 292 1197 1468 1483 359 833 727 1622 1178 3258 591 1154 788 895 1997 2501
3073 6181 4963 3850 2837 9915 9482 13367 4328 16686 4141 17285 16619 10487 4222 9864 3364 5639 7312 7129
752 1731 669 681 1097 2200 1600 2528 795 1715 848 1776 3188 3209 1911 2002 875 1338 2717 2347
531 1833 1363 1069 554 2821 1343 1836 1457 3871 1574 3064 2907 4340 1759 1914 1917 1084 4006 3930
1895 3275 1764 1455 941 6258 2697 8592 1338 4548 3986 4690 5369 7628 4759 3801 1820 3379 7639 5341
721 1335 1182 591 774 1275 1600 2799 1088 2569 1910 3039 5988 3852 1717 2278 1315 1390 2798 2365
452 990 573 443 685 623 1159 1769 593 1802 1096 1774 2417 2326 1060 1490 707 818 1942 1236
2782 3067 2159 2823 943 1481 7176 10959 2509 4696 4373 10245 7294 9529 5789 5013 3655 2907 5188 10009
3099 11485 4202 3903 3758 6603 5188 10569 4314 9816 6854 12466 13168 12207 4728 3992 4440 5377 11688 5475
2334 3149 2308 1662 998 3074 4843 2731 1137 2078 3293 3970 5412 7805 3616 3865 1395 2103 3611 7052
642 2040 657 747 1023 3525 1996 3020 541 1866 1149 2488 2661 3106 1945 2229 1484 829 3175 3379
206 706 237 366 408 593 902 1124 310 447 417 1219 818 1114 387 573 351 435 928 875
2493 5382 1994 819 1366 5625 6447 8376 2092 7611 6113 8722 7803 5975 5296 3272 2698 2449 7770 7165
1972 3478 2112 3040 2281 5299 4677 3037 2516 6523 2952 8953 5461 14118 5691 7936 3513 1712 4112 6314
1270 2341 885 1587 1250 3963 2768 4008 1484 3053 3488 7395 4552 4329 2733 1643 2483 2467 3374 2313
3413 7531 3467 3360 3030 9429 11759 10204 6208 3589 10176 14968 8788 16557 7499 8711 5912 6496 15924 9045
1765 3121 1667 816 1206 4273 3709 5942 1595 6098 2863 5559 5976 4927 2071 2590 2147 1444 5019 5040
990 5459 2255 1374 1656 5395 4130 5920 2063 2142 2515 4956 6987 6136 1615 3965 1557 3797 3565 4524
1511 2269 1226 1597 1501 5193 2703 3798 1788 4663 1936 4016 4021 4932 3493 3026 1530 2119 4108 2201
422 1437 724 1060 423 1356 1344 1662 604 1551 941 890 1707 1580 911 1396 260 554 1742 1082
1854 5520 2969 2644 2916 3373 3932 9262 3446 8319 2249 6428 6718 8202 3491 4063 3220 4367 8033 3276
261 2022 877 253 1022 1946 1160 1767 547 1977 720 1518 1803 1310 567 570 513 793 1190 885
491 1492 1909 590 812 1910 2311 3293 957 2580 1818 2827 2909 5604 1576 1306 1199 1246 3783 3305
2568 9877 4940 4216 1866 7451 10157 9637 4680 10109 5054 13812 11466 10525 7689 4518 4865 5982 7007 4305
395 822 307 312 259 621 424 549 143 639 338 931 1891 591 499 999 397 514 1016 969
143 833 563 181 248 526 1122 624 344 1378 418 1251 1475 1374 523 1197 360 609 1312 979
194 1215 413 359 466 1598 888 561 506 1572 816 2219 1661 1872 623 511 530 415 952 1804
451 647 300 545 416 803 608 865 451 1230 950 1493 697 1118 837 587 679 638 1158 846
1246 2630 909 1621 1625 3639 3120 3507 648 4107 1461 4370 3381 3586 1087 1518 1513 2502 3747 4103
1351 1332 999 571 1288 3567 1986 3858 1779 2171 1266 2833 2616 5045 1134 1573 2019 1143 3896 3673
1531 5530 2168 2675 1811 4636 3973 4852 2009 7695 2352 4490 7652 4255 2444 2565 2741 2303 10990 6548
314 1283 530 312 435 1626 1151 2099 538 1690 249 448 578 668 189 476 238 218 986 644
744 1624 858 1383 1204 2833 1842 1492 1132 2101 1766 3624 1813 4051 1212 1502 880 1197 2858 4806
1861 4089 908 1443 870 1883 2616 3174 1753 4030 2313 7895 3595 4276 3453 3086 2455 1907 4657 2312
1526 5362 1979 1905 1653 2007 2910 3769 1995 6130 3574 7881 5917 7788 1870 4534 2774 4145 3588 5738
2196 3895 2969 1746 3409 4894 5183 7695 2318 7373 3229 9476 11748 6339 2687 4497 2391 2982 9335 7197
729 1624 1017 1116 1662 1633 1983 1287 958 2995 2317 3731 4178 4640 1365 1206 1171 1261 2794 3711
2341 3094 1883 1277 1545 5112 3890 7132 1519 3541 3155 4105 6083 9118 2232 2202 1771 3457 6126 2903
1748 3627 3410 2439 2531 5101 6544 8394 1854 4877 5055 12644 25091 40516 11481 13677 8768 12964 31873 10601
1230 2681 3057 1629 2501 5259 5022 5658 1517 5295 2696 8332 7412 8879 6248 3870 1602 2468 4392 4755
945 2940 821 1000 782 3234 2352 2754 978 2591 2972 19668 18315 12535 11595 6290 5966 3468 12131 5732
911 4027 1403 925 1199 2942 2527 2270 1104 3355 1337 2791 1013 3760 1287 3001 918 950 1703 2585
178 796 194 235 131 274 243 1039 238 381 170 468 594 639 398 379 155 307 610 733
559 1583 1533 790 1215 3054 3049 1619 787 1939 2056 3577 2268 5823 742 1189 387 970 4575 2186
800 2591 5012 2309 1193 3630 4641 7088 2004 6158 6398 6133 7286 9753 2419 3488 2877 1603 9068 5280
580 1889 1460 607 774 3606 1381 2956 1524 2198 1305 2069 1936 4524 1673 1711 1081 1146 2910 1796
441 839 723 445 354 1557 1531 843 467 1246 721 1827 1194 1414 1147 812 738 551 2132 839
538 1285 760 604 369 1389 2102 1603 649 2322 1137 2887 1346 2425 1002 2088 824 1118 3286 2370
994 1919 1606 1310 753 1903 2397 3100 969 2628 1452 2692 4638 3627 1330 2363 832 1479 2150 1740
321 725 186 207 303 553 645 869 309 856 727 837 707 961 315 498 512 367 1024 468
1126 2733 2045 1816 909 4060 3010 4225 856 4752 3488 4803 3148 6940 3013 3593 1498 1184 4161 3794
1463 2899 1370 1226 1431 3826 2366 2126 2557 3686 810 5820 5315 2707 2499 2997 1437 1527 6193 4590
1053 4081 1901 1928 1498 4194 4133 6951 1772 4538 4199 5081 5961 7996 2973 4074 1649 3665 5618 6473
146 337 197 161 312 671 305 351 78 420 89 233 245 220 58 59 58 49 155 80
414 1038 618 759 317 715 600 1063 696 1673 906 1685 2126 1739 871 1362 514 611 2467 1100
598 1553 689 437 160 921 975 1594 307 723 293 423 557 814 264 397 308 204 603 448
1102 4040 2532 2109 1428 5240 6158 6680 2390 5538 2757 5701 9633 4731 3525 1740 2108 1264 4074 5920
352 2552 1255 621 1188 2322 1835 3482 1214 1120 1557 6513 1859 3691 2207 1924 742 1000 5328 4860
1131 3793 980 1063 1195 2325 2235 2952 1412 4644 1422 2566 3089 5919 1622 2235 1198 1046 4912 4196
333 1431 1026 558 608 1345 1147 3541 746 2513 857 1880 1873 4087 1232 968 1374 602 4637 1591
355 1628 1030 524 782 1654 1687 2091 820 1891 1138 1836 1961 1891 1083 751 763 969 3265 1533
1293 1428 773 904 757 3410 3724 2428 869 2664 2110 1996 4821 5305 1836 1585 1802 977 2225 3567
2810 6392 2400 2598 2448 6083 3961 8667 2893 5548 2146 7493 4939 8007 4804 2767 2936 3809 10933 7684
183 1034 401 689 317 1968 871 790 756 2063 517 3618 937 2443 1002 1170 610 616 1935 1764
1695 4431 2465 912 2050 2455 3175 7342 1560 3700 3466 5424 8090 8040 2558 2429 2051 1072 6162 3364
705 2200 640 739 709 1809 1291 739 1066 975 1287 2488 4390 4698 608 1377 700 1326 2384 2153
217 800 319 304 386 955 458 683 378 1139 617 755 1100 1197 711 991 302 645 1127 736
141 404 138 114 165 497 518 428 145 463 539 897 1207 921 640 548 636 237 1031 1047
196 990 937 653 290 1915 702 1012 392 1369 622 1895 1464 828 1031 1080 1236 516 1658 1261
267 646 382 180 214 482 341 677 292 653 655 880 583 823 347 324 227 412 1048 719
1171 3921 1604 1466 1454 4545 2878 3855 1487 3173 3373 3496 5220 4497 2364 2859 1448 1796 6602 6358
2070 7705 2798 3626 1729 5301 4140 5125 2312 7583 2907 7358 5119 6334 2743 1913 2609 2169 9066 3308
926 1535 980 799 781 2907 1954 1858 1094 2937 1752 2382 2786 3019 1600 831 788 917 2127 1728
148 383 373 190 268 569 431 724 281 614 526 803 488 1665 359 538 273 308 746 675
1260 4395 840 1241 2190 2613 5602 6104 1124 1878 2419 6662 4979 5595 2371 3035 3070 2353 5271 4968
972 3439 2332 1283 915 1990 2972 2391 1331 2847 1761 4064 2612 6190 1608 3045 1492 1302 2895 1479
1112 1506 2070 1368 1312 4206 2521 3495 1166 3780 2176 2818 3674 2655 1407 1804 1136 556 1726 2564
1574 5251 2215 1170 1883 4447 3198 5367 1602 3704 3129 4279 7584 6460 3016 1608 1874 3687 4617 5313
967 2703 2071 1266 1665 3601 1990 4346 1045 3829 2975 3675 7630 5946 1363 3002 2588 3658 3558 2735
221 1331 428 556 131 844 788 781 221 1117 503 702 661 636 288 296 231 262 543 555
737 1376 715 687 589 786 1451 2348 279 1477 1293 1924 2222 2423 1289 1657 912 1627 1998 2602
739 1692 1038 1320 930 3905 1773 3978 945 1778 7974 11703 18776 17953 7653 9998 9820 6593 16171 13828
605 1461 1145 1201 567 1331 1320 1464 707 2295 1183 2903 3226 2495 1061 968 1659 948 3781 1299
1589 5298 1477 1571 1402 2960 3352 4486 3280 4069 3019 6979 7233 14960 2832 6728 3538 3464 8491 10588
1029 2703 1190 582 1447 4249 1909 5394 1099 3334 2542 4966 3986 2340 1284 2480 1134 762 5093 2608
1205 2253 2340 1410 1006 7146 5106 5433 1444 7483 2898 5341 5925 4738 4899 3343 2226 2494 4746 5346
111 211 157 122 83 220 263 209 116 195 157 284 283 251 236 234 65 133 381 304
1211 6861 1641 2406 2505 2832 3472 5427 2881 4389 4094 6984 5362 13140 3881 3689 2260 1728 9365 7395
1436 3174 2825 2514 1389 6041 4909 4939 2254 5286 5161 4921 7824 8647 3517 3200 3170 1504 5002 6847
642 2392 813 1383 933 1256 1736 3860 782 2448 1654 2846 4731 3362 1106 1309 1173 701 3602 2918
38 163 61 79 86 203 154 159 53 135 126 407 159 334 79 112 187 84 200 110
791 1905 521 319 840 2388 1156 2133 851 1450 1254 1355 1379 1867 967 2306 1367 1484 4031 1788
3000 4062 4149 4073 2325 7309 4390 5377 2313 10950 3959 9571 7758 12447 3412 6891 4446 6251 8772 7106
934 2413 1027 1422 665 1530 3692 2686 1642 4978 2986 2608 4160 5638 1660 3000 2088 1100 7031 2543
1507 9258 3373 5923 2763 5629 5524 6817 3316 10094 4037 6311 5747 6763 5807 4093 2024 2320 8469 7172
587 2343 880 739 544 2382 1333 2267 1122 1602 682 2403 1943 6169 1463 3186 1200 1174 3789 1879
719 4085 1959 1916 2101 5812 3828 3568 1542 4769 2736 7488 5730 4659 2414 4440 2266 2046 5012 6625
1104 5825 1123 1726 1197 3516 2816 6489 2447 4707 1435 1684 2953 2537 768 1502 496 829 1332 1999
1530 2111 1464 1287 1000 2478 2423 4488 526 5220 2070 6058 6149 7452 2794 2907 3605 2231 4651 6099
3001 6110 2159 3066 2079 3248 4159 7418 3070 3903 867 2103 2493 3370 931 1231 1131 1679 3517 1205
1721 3598 1303 729 1986 4484 3547 3768 2087 3564 2562 7465 4812 5675 2974 4140 2173 1840 4090 5230
417 1367 240 313 607 1620 1386 1218 749 829 443 1194 2072 1936 690 803 945 816 1617 1079
850 6031 1866 1872 1392 7567 3728 5906 1629 6549 3781 9092 5394 5663 3855 4414 2776 3764 7481 4855
1618 3131 1082 1616 1144 4244 1667 4653 2362 5517 1646 4491 6378 3400 2690 1955 1664 1303 4655 1606
1329 2791 726 1774 1697 7401 3864 7238 1365 3992 3956 9799 6355 6455 2620 4023 2852 1806 6107 6861
598 4660 1266 565 1721 2678 1156 1514 1115 3471 2054 2882 5444 5702 2274 1983 1422 1523 4973 4858
601 6288 1548 1586 2211 6811 2888 5784 1706 8917 2079 7049 10591 9185 4767 2781 4467 4522 4877 9861
919 3224 1267 1885 1122 7904 3089 8286 1615 4826 2011 5344 12398 5657 2403 3518 2569 2184 9991 4227
451 1014 623 720 562 2144 1149 1357 904 1150 670 2878 816 1516 1009 1255 899 885 2147 2475
586 1901 951 1013 781 2533 2625 3624 1619 1565 1796 6752 2200 3182 1222 931 970 1391 2502 2045
742 739 1437 959 1408 2927 2267 4802 719 3009 2228 4768 2976 4171 2002 1546 2638 1359 1919 3588
277 938 381 426 276 1415 712 1280 362 817 971 2117 1567 1833 758 1269 486 644 1465 1289
761 1371 690 1170 1331 1989 1152 3835 1228 2052 1135 1650 2546 7849 1177 2416 771 1165 2834 2830
311 733 219 508 279 859 790 1230 208 1649 550 1625 856 1983 823 1025 602 540 1428 1148
2414 8192 2333 1776 1283 3461 2034 5128 1151 2990 4313 5601 7838 6700 2495 3813 2080 4518 6470 4654
1540 4289 1968 1445 1090 4615 4847 7850 2734 7330 9190 14624 13504 13922 7798 8229 5156 5877 8674 10866
384 1067 390 388 334 1545 1608 2541 986 870 1296 953 2254 2086 1075 1042 836 1185 1319 1066
481 1696 683 471 626 2286 1349 2927 460 2118 1807 2761 9985 5569 2793 2944 1276 1611 4298 5467
1517 5695 2144 3983 2446 4010 5774 6235 2693 3338 6484 7118 5564 11955 4510 3998 2059 1898 8274 5434
360 1859 1494 504 740 1662 2924 2033 620 2179 1759 4452 999 2854 1141 3894 1686 1973 2921 2812
1438 3278 629 946 915 1893 1470 3279 1413 5578 1728 2696 4996 4333 1840 1844 1143 1253 2662 2736
1405 3017 1716 1309 825 1452 2919 3830 1157 5625 1476 3252 4467 5898 2244 2416 1458 1878 4358 2965
1729 5463 1311 1197 946 1699 3538 2523 1237 2937 1882 4633 3253 7396 1754 1634 1650 1711 4887 2784
578 775 802 374 382 1224 1204 1207 577 1696 596 1883 902 1727 580 893 485 825 1943 1031
1083 3213 1050 995 1311 2360 3394 2441 1535 3264 2189 2802 3184 5981 1838 1562 1000 1030 3884 5347
637 529 535 290 367 1042 875 931 219 1203 558 1804 1086 1543 463 1133 306 562 1201 790
441 754 430 571 296 2046 1718 2052 488 1500 836 2794 1666 2371 1580 1072 1150 668 1180 1076
254 937 348 463 297 303 850 1159 380 361 1035 1280 1595 1920 663 700 282 470 1468 672
1027 2053 1679 1231 1530 2711 2551 3495 1892 1991 2088 3244 4076 5487 1849 2562 1625 1090 4510 3915
254 1244 998 1047 482 1385 981 1351 295 898 878 1235 1990 1673 1241 1072 982 656 2293 1786
1164 5176 1476 1441 1286 3029 3441 4371 1915 3468 4569 8567 15117 18223 7454 5809 7974 5383 14833 8795
496 2325 643 364 758 1391 1821 2839 426 2193 764 2133 479 1288 284 341 550 294 1847 930
2293 12234 2657 5650 3549 9938 4626 10709 3241 4633 3455 16788 7994 17328 3248 5435 3098 3762 9188 4465
1276 3099 2164 1883 2080 3420 4722 7402 1336 3238 7984 20258 15127 18767 6835 5290 6000 6347 19694 13911
3760 24644 8723 5461 11790 22718 16477 25100 4141 14282 8903 18476 11358 30034 10673 10698 10734 7801 15109 20153
1848 3489 1292 1724 382 4547 3031 3392 1983 4848 2154 4247 4586 6366 1736 1830 2765 1819 4955 4018
566 2285 892 1327 1053 1783 1572 2590 1172 1436 1913 3889 3361 2232 1830 1486 1356 762 4031 1517
336 802 270 486 684 1770 1814 1738 602 1819 1546 2004 2878 3453 908 780 853 1157 2170 2263
162 243 309 123 175 397 257 845 210 445 155 480 518 856 267 192 184 216 739 328
581 1666 782 676 952 2124 1811 1983 1007 2853 974 3892 4039 2977 1146 1111 1191 875 2951 2352
264 1442 382 286 666 1560 1643 1874 749 1525 984 1822 2790 3446 1510 1577 933 733 2528 2143
454 1101 490 558 582 2082 512 1481 426 2516 1035 2708 1566 2135 760 1531 931 1017 2923 2077
866 3284 1374 1522 1608 2985 4137 4698 2742 1787 2704 6984 6312 4177 3338 3668 2511 2097 6547 4605
2794 2462 2658 1956 1777 5856 3191 2351 884 1923 1503 4331 5413 2624 2288 1689 1289 812 5393 4372
1316 7549 2029 2206 2902 4965 5398 6964 3262 3857 3903 12185 9799 16798 4433 3076 3025 3206 8985 5298
1162 1596 975 802 770 1967 2985 1941 502 3164 344 1130 1060 817 451 565 520 349 645 893
1221 2546 2451 2471 2446 6621 7443 7420 1794 7473 2737 9621 7311 10791 2678 2917 2966 3590 7161 2597
899 1421 1391 795 758 2132 1269 2595 1146 2564 1681 3088 3505 3549 732 1425 883 1656 3212 2322
925 3236 866 1219 494 2096 1911 4513 892 4070 1083 778 1370 1787 906 987 467 675 1147 1975
855 2640 980 1456 1022 4661 1845 2097 554 2183 1134 3519 3526 4650 939 1719 2348 1130 2148 3645
722 976 410 455 339 1492 951 1373 559 1804 922 2372 1088 1533 672 1346 808 738 1333 1685
1340 2055 927 832 833 3095 1603 3246 1761 5086 2007 5067 5147 3755 3040 5577 1355 873 2553 3346
1904 5058 3394 1772 1147 4096 5099 5157 1932 6342 4450 7051 5701 5037 5020 2285 2311 3182 7260 3946
88 316 161 150 200 226 198 428 92 293 175 366 435 382 176 156 153 209 261 364
643 4438 1111 731 1146 1326 2428 3150 789 2463 5495 12431 12492 12592 5475 6866 5843 6813 7540 9309
2029 3958 4221 1944 2567 3849 7233 5580 3961 13646 5849 5108 10457 11734 6938 5119 1438 2754 8322 5720
860 2768 914 1341 1153 1679 2517 3710 1053 4557 1343 4962 5718 4537 1801 2333 2043 1479 4204 4563
1229 3126 795 1378 2126 2852 4694 3848 1474 3742 2114 3398 9352 9258 3267 2933 1317 1899 5614 2785
1868 3635 1966 1315 646 2071 2909 3413 792 2738 1213 4070 3096 6599 1971 2549 1607 1607 4772 1794
2285 2270 2987 1498 1239 3067 3815 6132 1797 4381 1273 3348 4739 5173 2269 2794 2103 1690 5359 4019
717 1212 909 945 777 2117 1412 2875 524 2086 683 3854 2472 3948 2240 1486 584 886 2183 3310
459 721 522 836 451 2076 1491 1368 689 1426 1223 2244 1360 4124 978 928 911 676 2375 977
1054 2491 1456 1156 955 3282 2415 4030 1067 2109 1105 3348 2976 6868 2371 1688 1499 619 2674 2849
1088 2149 1549 1516 1366 2660 3285 4225 1868 3546 8889 21540 14354 22507 7327 7404 9113 4036 21160 17988
572 3367 1821 1019 728 2686 3713 3744 1087 4242 2454 2736 2622 3550 1237 2681 1090 1963 3380 5413
